date,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANDV,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,APTV,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AZO,AVB,AVY,BHGE,BLL,BAC,BK,BAX,BBT
2015-02-19,167.09,46.61,59.0,90.27,23.315,160.26,77.73,3.055,153.27,11.85,96.64,217.57,61.78,41.15,156.08,71.56,62.94,54.43,94.76,182.28,56.81,57.62,289.44,281.93,32.275,71.17,546.45,542.87,55.48,378.995,42.51,49.78,58.41,78.4,54.98,95.26,53.8,135.85,101.01,51.26,156.05,56.22,86.1,58.65,90.53,86.63,142.65,100.28,31.47,66.63,37.74,128.45,24.93,,47.78,48.0,48.5,60.83,34.09,61.46,87.73,618.34,169.03,53.8,,36.925,16.21,39.12,67.42,37.8
2015-02-20,168.12,47.48,61.3,90.49,23.31,160.18,78.55,3.06,155.06,11.89,97.92,218.31,62.13,41.95,157.66,71.62,64.14,55.47,96.09,186.02,56.81,58.6,295.77,282.4,32.305,71.6,541.8,538.95,55.61,383.66,42.97,51.02,58.72,79.83,55.22,96.53,53.94,136.2,101.98,51.62,157.66,56.92,85.45,59.13,90.58,87.25,144.59,100.34,31.65,66.22,38.24,129.495,25.13,,48.15,47.37,48.55,60.67,34.08,62.37,88.685,623.31,171.0,54.08,,36.595,16.38,39.44,67.9,38.19
2015-02-23,168.81,47.32,60.57,90.57,23.37,160.78,78.1,3.06,157.18,11.92,100.68,215.85,61.43,41.73,156.1,70.24,64.14,55.56,97.4,184.14,56.535,58.34,292.45,279.62,32.545,71.26,535.0,531.91,55.51,380.14,43.12,51.31,59.09,80.3,54.57,97.33,54.3,134.76,102.76,52.41,158.42,56.72,85.52,58.98,91.67,86.195,147.35,100.51,31.77,66.22,38.87,133.0,24.91,,48.26,46.53,47.87,60.22,33.85,61.95,89.17,636.77,173.46,54.49,,36.875,16.2,39.17,68.64,37.97
2015-02-24,169.12,47.47,60.87,90.85,23.54,161.41,77.68,3.11,156.4,12.12,100.17,218.12,62.06,42.06,156.98,70.12,64.43,56.08,95.7,182.29,56.56,58.4,289.11,276.19,32.755,71.67,538.65,536.09,55.72,378.59,42.99,51.52,59.28,80.86,55.04,94.65,54.2,135.48,102.97,52.6,157.37,56.82,85.89,59.61,90.21,85.62,147.28,100.59,31.665,66.91,37.7,132.17,25.36,,48.65,47.22,47.6,60.75,34.05,62.07,89.26,637.79,168.9,54.64,,36.28,16.38,39.78,69.06,38.22
2015-02-25,168.89,47.4,60.62,90.6,23.455,160.0,78.07,3.1,156.25,12.0,99.52,218.43,61.95,42.2,157.05,69.45,63.44,56.33,96.14,184.9,56.16,58.55,290.4,276.46,32.185,71.12,547.33,543.87,55.64,385.37,43.13,49.73,58.08,82.17,54.8,97.85,54.46,135.32,103.29,52.95,158.08,56.85,86.41,58.99,90.89,86.32,146.97,100.45,31.465,67.83,37.47,128.79,25.1,,48.1,45.0,47.28,61.27,34.21,62.01,89.07,637.12,167.98,54.43,,36.08,16.49,39.86,68.86,38.34
2015-02-26,169.61,47.61,60.52,90.3,23.35,159.25,78.96,3.08,155.38,12.63,99.31,219.05,62.18,42.36,156.63,69.555,63.98,56.3,95.04,183.11,56.43,58.29,289.78,279.4,31.855,71.31,559.29,555.48,56.09,384.8,42.53,49.35,57.41,83.25,54.93,98.88,53.64,135.34,102.98,53.27,158.97,56.8,85.24,58.88,93.52,85.59,146.72,100.22,31.745,65.74,37.1,130.415,24.91,,47.55,45.33,47.32,61.06,34.5,61.01,88.84,644.97,166.23,54.3,,36.21,16.04,39.44,68.67,38.41
2015-02-27,168.65,47.37,60.5,90.03,23.32,158.48,79.1,3.11,154.93,12.97,99.55,216.42,62.25,42.21,156.14,69.51,63.65,56.57,95.91,180.37,57.35,57.73,291.36,278.51,31.8,70.6,562.63,558.4,56.29,380.16,42.41,47.9,57.58,81.59,55.33,99.14,54.08,133.63,102.76,53.14,157.72,56.46,84.23,58.54,91.84,85.97,146.45,100.36,31.515,65.84,37.68,128.46,25.05,,47.88,44.37,46.99,61.27,34.56,64.24,88.84,642.68,168.34,53.55,,35.855,15.81,39.14,69.15,38.05
2015-03-02,170.5,47.22,60.46,91.18,23.245,161.0,79.79,3.21,154.77,12.65,100.5,217.99,62.57,42.7,158.13,71.13,65.44,56.68,97.41,184.62,57.76,58.82,297.31,282.29,31.205,70.98,575.02,571.34,56.5,385.655,42.19,48.31,56.15,82.03,55.65,99.4,53.27,134.9,103.1,53.75,159.63,57.22,82.02,59.775,90.76,86.44,146.93,100.24,32.225,65.79,37.94,129.09,25.63,,47.85,44.85,46.95,61.69,34.64,64.0,90.18,649.53,169.66,53.93,,36.33,16.01,39.65,69.96,38.4
2015-03-03,168.27,47.09,59.62,90.84,23.1,159.91,78.99,3.14,154.47,13.0,99.79,217.04,62.28,42.26,156.06,69.86,66.16,56.74,97.52,182.51,56.97,58.5,296.23,279.2,31.32,70.49,578.795,573.64,56.46,384.61,42.19,48.77,56.73,81.91,55.58,98.28,53.61,134.47,103.04,53.54,158.56,57.32,82.78,58.74,91.04,86.225,145.99,99.92,31.6,66.72,37.69,129.36,24.485,,47.52,45.54,46.81,61.37,34.41,62.7,88.7,651.9,168.82,53.26,,36.15,16.04,39.65,69.42,38.17
2015-03-04,167.16,47.01,60.27,90.91,22.93,159.66,77.63,3.05,150.83,12.75,101.75,212.75,62.35,42.0,154.74,71.05,65.77,55.4,97.09,182.53,57.15,58.45,296.14,278.24,31.045,69.5,578.33,573.37,55.79,382.72,41.76,48.95,56.58,80.63,55.38,98.56,53.43,133.62,103.48,52.86,159.19,58.24,83.35,58.4,89.7,86.08,146.55,99.63,31.69,66.53,37.4,128.54,24.27,,47.08,43.77,46.54,60.55,34.0,62.52,86.575,652.48,168.14,53.23,,35.65,15.84,39.44,69.25,37.81
2015-03-05,167.57,47.44,56.86,92.05,23.29,159.95,78.62,2.98,152.52,12.7,102.09,215.81,62.8,42.22,154.86,71.09,64.64,55.28,97.83,185.79,57.89,58.11,295.7,282.71,31.1,69.56,581.435,575.33,55.5,387.83,42.16,48.395,57.08,81.15,55.61,99.24,53.92,134.41,103.64,52.92,159.6,58.72,82.84,58.45,89.31,86.38,146.85,100.23,31.72,65.43,37.75,126.41,24.18,,47.48,43.14,46.46,61.64,34.0,62.95,86.75,650.97,169.93,53.0,,35.495,16.0,39.19,69.21,37.97
2015-03-06,164.36,46.5,55.64,90.67,23.07,158.57,77.55,2.92,149.07,12.23,100.67,214.39,62.16,41.53,152.61,69.96,63.73,54.83,94.74,181.65,57.09,57.45,289.92,279.16,30.125,69.14,572.9,567.685,53.37,380.09,40.95,47.995,55.01,80.31,56.0,96.61,52.28,132.98,102.26,52.02,154.88,57.77,81.73,57.93,86.88,85.36,145.16,98.79,31.52,63.13,36.86,126.6,23.91,,46.25,43.44,45.81,61.59,33.48,61.74,85.995,645.2,164.64,52.25,,35.41,16.22,39.28,67.73,38.46
2015-03-09,166.37,46.83,55.54,90.79,23.315,160.29,77.93,2.93,148.29,12.19,101.53,214.56,62.3,41.74,153.89,69.6,63.98,54.9,95.39,184.91,56.49,57.99,293.6,280.18,30.35,69.59,574.1,568.85,53.83,378.56,41.12,47.92,55.18,80.51,56.11,96.58,52.29,134.14,103.34,52.21,155.01,57.71,80.77,58.46,86.15,85.95,146.75,98.93,31.825,61.41,37.03,127.14,24.09,,46.39,41.1,46.08,62.2,33.35,61.76,86.84,650.89,166.47,52.41,,35.17,16.17,39.79,67.7,38.57
2015-03-10,162.26,46.17,55.84,88.06,22.74,159.08,76.005,2.92,146.53,12.12,100.16,208.91,61.05,40.63,152.1,69.2,64.17,54.34,94.14,181.28,56.86,57.61,287.6,274.32,30.335,68.39,559.85,555.01,53.2,369.51,41.47,46.735,55.26,79.11,54.42,94.57,52.26,130.24,102.93,51.44,153.58,57.26,78.99,57.2,85.11,84.59,144.28,96.02,31.465,60.15,37.63,124.51,23.51,,45.52,40.5,45.64,60.87,32.78,59.64,85.15,643.05,166.84,51.65,,35.01,15.79,39.19,67.7,37.57
2015-03-11,161.73,46.3,56.62,86.86,22.81,160.91,76.01,2.84,147.33,12.05,100.04,209.26,61.49,40.85,151.3,70.36,65.08,53.54,94.94,178.81,56.93,57.91,292.86,277.03,30.155,69.09,555.69,551.18,52.22,366.37,40.73,47.39,54.77,79.45,54.72,94.63,52.19,130.63,103.84,51.46,152.7,57.29,79.49,57.29,86.68,84.81,144.38,96.43,31.58,61.16,38.01,122.24,23.455,,45.5,40.77,46.17,60.3,32.62,59.88,84.985,643.81,167.29,51.69,,34.485,16.11,39.42,67.01,37.97
2015-03-12,164.47,47.25,58.0,88.2,22.79,161.14,77.4,2.76,149.32,12.1,102.12,213.82,62.65,41.1,153.29,71.02,67.11,53.65,97.46,178.0,56.99,58.4,298.63,283.45,30.575,70.4,561.17,555.51,52.01,374.24,41.77,48.68,55.97,81.56,55.6,96.27,52.97,134.44,105.38,52.16,154.25,58.29,78.19,57.51,84.27,84.9,147.46,98.28,31.53,60.17,38.5,124.45,23.77,,46.64,41.4,46.92,61.87,33.13,60.14,86.39,652.76,171.22,52.33,,34.97,16.09,40.44,67.0,38.99
2015-03-13,162.74,46.88,58.0,87.87,22.99,159.42,77.62,2.75,149.61,11.92,104.09,210.86,62.13,40.87,152.0,70.81,66.66,52.94,96.77,176.89,55.98,58.16,298.95,284.17,30.26,69.56,553.0,547.32,51.39,370.58,41.13,49.22,55.31,80.6,55.3,94.24,52.26,133.36,106.15,51.91,154.26,57.95,78.42,57.53,86.23,84.99,150.01,96.88,31.02,59.36,38.38,123.59,24.24,,46.3,40.71,46.5,61.22,32.76,60.48,85.88,654.66,170.68,52.01,,34.585,16.09,40.94,67.36,38.91
2015-03-16,166.21,47.83,59.12,88.91,23.18,161.92,78.33,2.76,151.12,12.01,106.07,213.86,62.96,41.81,152.63,72.08,67.57,52.79,97.43,178.5,56.34,58.74,305.0,289.32,30.895,70.49,561.64,554.51,52.09,373.35,41.88,50.22,56.16,81.5,55.93,94.61,52.84,135.73,110.13,52.95,163.03,59.31,80.64,58.795,87.81,86.44,153.25,98.75,31.39,59.83,39.16,124.95,24.57,,46.49,39.87,47.44,61.77,33.06,61.5,87.35,665.41,173.62,52.69,,35.205,16.13,41.05,68.43,39.23
2015-03-17,164.23,47.09,59.73,88.84,23.105,161.24,79.66,2.77,150.0,12.19,105.4,212.81,62.88,41.58,152.64,72.06,68.8,52.49,97.69,184.12,56.19,58.34,307.51,288.91,30.845,69.98,557.61,550.84,51.62,371.92,41.83,53.69,55.9,81.06,55.8,94.12,53.15,134.88,110.36,52.8,163.07,59.0,80.44,58.76,89.12,86.84,153.3,98.5,31.56,59.09,39.01,127.04,24.205,,46.25,39.18,47.48,61.85,32.9,61.43,86.64,662.18,172.86,52.23,,34.865,16.09,41.14,68.47,39.45
2015-03-18,166.47,47.39,59.89,90.93,23.58,167.11,76.89,2.75,149.03,12.64,107.48,216.42,63.62,42.12,154.68,72.88,67.97,52.75,99.4,188.16,56.38,59.84,313.95,292.66,31.51,70.62,566.16,559.5,51.34,375.135,42.81,54.13,57.55,81.86,56.42,95.51,54.25,135.37,111.7,53.72,166.54,60.2,82.59,59.67,93.54,87.71,157.39,99.53,32.52,61.5,40.04,128.47,24.365,,47.17,39.84,47.74,62.02,33.59,61.63,87.35,667.42,175.66,52.83,,35.475,15.98,40.83,68.55,39.71
2015-03-19,165.66,47.44,61.19,90.19,23.15,165.85,77.14,2.74,149.19,12.52,108.31,213.44,63.09,42.21,152.24,72.75,68.35,51.67,99.48,189.07,58.32,60.01,314.41,292.4,31.36,70.6,563.67,557.99,51.27,373.24,42.24,55.19,57.05,81.54,55.65,94.59,54.34,133.34,112.37,53.1,169.11,59.97,80.43,60.0,93.09,87.85,157.32,98.91,32.125,59.88,40.05,127.495,24.08,,46.49,38.88,47.59,61.31,33.2,61.0,87.37,667.39,174.79,53.0,,35.285,15.61,40.3,67.98,39.56
2015-03-20,166.49,47.47,60.4,91.48,23.42,168.17,77.36,2.8,151.91,12.84,108.63,219.29,63.89,42.21,152.71,72.87,68.68,52.25,102.42,187.71,57.18,61.14,317.06,294.45,31.79,71.46,564.95,560.36,51.42,378.49,42.66,55.76,57.7,82.7,55.94,97.69,55.02,136.17,113.46,53.8,170.1,60.05,81.95,61.07,93.51,88.57,158.38,99.3,32.255,59.55,41.19,125.9,24.12,,46.95,38.91,47.64,62.19,33.23,60.98,87.77,662.43,179.83,53.49,,35.6,15.84,40.57,68.18,39.81
2015-03-23,166.13,47.47,60.48,91.54,23.18,165.04,76.35,2.84,149.51,12.88,109.26,219.23,63.86,42.2,151.89,73.14,67.49,51.91,101.93,185.44,56.33,60.9,314.97,294.65,31.715,71.89,565.37,558.81,51.62,375.11,42.41,54.395,57.95,82.2,55.83,97.64,54.6,134.99,113.64,53.66,166.54,59.74,81.04,60.4,92.36,87.78,157.57,99.09,31.99,58.68,40.85,127.21,23.97,,47.13,39.0,47.4,62.2,33.28,60.83,87.305,671.27,180.88,53.3,,35.875,15.72,40.42,68.84,39.51
2015-03-24,166.32,47.0,59.63,89.41,23.18,164.16,75.45,2.79,151.01,12.69,108.74,217.11,63.6,41.09,152.18,72.61,66.98,52.0,101.09,183.44,55.48,60.9,309.13,294.21,31.27,71.34,577.54,570.19,51.11,374.09,41.68,53.93,57.25,81.37,55.37,97.16,54.29,133.09,113.89,53.21,166.01,59.09,81.41,60.36,90.32,87.84,157.6,98.18,32.07,59.03,40.33,126.69,23.895,,46.96,39.27,47.06,62.11,33.07,61.07,86.965,667.45,180.29,52.97,,35.755,15.61,40.1,68.5,39.12
2015-03-25,162.7,46.53,58.22,88.21,22.7,161.74,73.13,2.63,148.73,12.5,107.29,213.89,63.35,40.81,150.66,70.645,64.6,51.18,99.23,175.63,54.69,60.31,300.63,290.26,31.01,70.55,567.0,558.785,50.15,370.96,41.46,52.01,55.91,80.11,54.52,95.47,53.93,130.51,112.14,52.0,160.62,57.61,82.34,57.56,91.61,86.42,154.42,95.95,31.735,59.83,39.45,123.38,22.625,,46.71,38.91,46.31,60.98,32.62,59.35,84.74,660.72,176.88,52.41,,35.07,15.41,39.52,68.14,38.48
2015-03-26,162.59,46.5,57.27,94.17,22.48,165.91,72.97,2.65,149.41,12.46,105.91,215.14,63.5,40.7,151.16,71.035,64.61,51.0,97.57,176.04,54.58,60.51,301.32,291.66,30.65,70.2,563.64,555.17,50.0,367.35,40.95,51.265,55.33,78.48,54.17,95.2,53.46,130.25,112.09,51.85,160.55,57.5,83.2,57.415,91.17,86.73,152.82,96.03,31.955,59.81,39.28,124.24,22.4,,46.3,38.64,46.63,61.31,32.82,58.72,84.41,662.04,175.96,52.15,,34.875,15.42,39.81,68.02,38.66
2015-03-27,163.5,46.78,57.65,93.94,22.76,168.0,73.31,2.72,151.39,12.48,107.4,213.92,63.55,41.11,152.75,71.29,65.59,51.55,97.4,180.59,54.04,61.23,303.56,295.75,30.82,70.05,557.55,548.34,50.34,370.56,41.39,52.66,55.9,77.97,54.03,96.04,54.1,129.05,113.19,51.81,162.59,57.64,82.19,58.84,89.9,86.79,156.27,95.87,32.42,59.41,39.38,123.25,22.83,,46.46,38.1,46.8,60.93,32.75,58.72,84.63,681.34,174.12,52.36,,34.665,15.31,39.75,68.55,38.49
2015-03-30,166.05,47.08,58.24,94.42,23.02,172.57,73.6,2.7,152.08,12.74,108.57,216.61,64.2,41.72,153.8,71.9,66.2,52.43,98.89,180.26,54.595,61.91,304.76,300.0,31.29,70.95,561.135,552.03,50.53,374.59,42.08,53.64,56.58,78.05,54.68,96.16,54.31,131.02,113.49,52.97,164.305,58.77,83.85,64.81,91.15,88.12,156.85,98.1,32.88,60.83,39.87,126.37,22.77,,47.42,38.88,47.41,61.61,32.97,59.3,85.89,689.38,176.15,53.66,,35.45,15.52,40.29,68.76,39.05
2015-03-31,164.95,46.33,58.54,93.69,22.725,168.16,73.94,2.68,149.69,12.85,106.53,214.78,64.01,41.55,151.28,71.045,66.18,52.84,98.04,173.3,53.785,61.17,297.62,296.25,31.5,71.17,554.7,548.0,50.02,372.1,42.2,52.78,56.25,78.12,54.79,94.15,54.21,130.84,113.67,52.54,159.85,58.93,82.81,63.0,91.29,88.19,154.41,96.12,32.83,60.33,39.36,124.43,22.56,,47.4,38.76,46.75,61.41,32.65,58.64,85.64,682.16,174.25,52.91,,35.32,15.39,40.24,68.5,38.99
2015-04-01,162.52,45.89,57.1,93.56,22.43,168.09,75.07,2.69,143.75,12.83,106.87,214.49,63.57,41.39,150.09,70.31,64.0,52.57,96.78,169.5,52.45,61.08,296.43,294.58,31.425,71.29,549.49,542.56,50.3,370.255,42.37,50.44,56.37,78.93,54.81,96.46,54.46,130.46,112.03,52.28,157.1,58.28,83.86,62.57,91.31,88.13,153.99,96.23,32.62,60.63,38.94,124.25,22.39,,47.43,39.0,46.73,61.16,32.89,58.74,85.26,692.93,172.91,52.98,,35.15,15.41,40.21,67.54,38.56
2015-04-02,162.8,46.13,57.01,94.18,22.64,166.64,75.68,2.69,143.98,12.84,107.15,214.24,63.58,42.05,151.04,70.84,63.07,52.89,96.94,169.94,52.75,61.45,298.37,293.68,31.455,71.45,541.31,535.53,51.19,372.25,42.29,49.175,56.46,79.7,55.14,96.78,54.89,130.19,112.39,52.4,155.88,58.8,84.55,62.24,86.61,86.99,153.95,96.63,32.68,61.44,38.96,125.32,22.27,,47.35,39.42,46.86,61.41,33.13,59.82,85.92,689.11,174.74,53.0,,35.19,15.54,40.55,68.0,38.96
2015-04-06,165.48,46.3,57.61,95.69,22.67,169.06,76.23,2.7,145.73,13.33,107.83,215.14,63.97,41.93,152.09,70.92,62.4,55.0,97.64,170.63,53.07,61.65,297.84,296.7,31.825,72.12,543.95,536.765,51.49,377.04,42.44,48.08,57.1,79.63,55.42,98.04,55.18,129.43,112.54,52.92,155.28,58.97,85.86,62.78,86.65,89.3,155.43,97.83,32.8,64.84,39.27,127.35,22.16,,48.33,40.08,47.13,61.33,33.33,59.71,86.25,695.45,175.81,53.4,,36.07,15.51,40.49,68.63,39.2
2015-04-07,166.21,46.19,58.42,96.39,22.77,167.73,75.65,2.7,146.71,13.14,106.79,214.17,63.79,42.44,151.18,71.08,62.76,55.25,95.75,176.0,52.55,61.57,295.56,298.24,31.3,71.47,544.86,537.02,51.7,374.41,41.8,47.495,56.37,78.33,54.98,96.87,54.68,128.16,112.68,53.04,157.28,58.84,85.44,63.24,85.56,88.875,155.19,97.32,32.405,65.44,38.78,126.01,21.985,,48.16,40.29,46.83,61.15,33.16,60.685,85.855,693.11,172.59,53.31,,35.655,15.46,40.57,69.34,39.12
2015-04-08,166.27,46.61,58.81,95.12,22.96,168.96,75.44,2.71,148.81,13.12,107.46,215.74,64.24,42.26,150.97,71.79,64.81,55.88,96.11,178.24,52.72,61.69,294.78,299.0,31.26,71.58,548.84,541.61,51.62,381.2,41.72,48.74,55.98,78.69,55.45,96.53,54.16,128.72,113.24,53.2,160.33,59.21,86.12,63.67,85.53,88.66,154.64,98.64,32.49,65.25,38.86,125.6,22.38,,48.33,41.01,47.34,61.7,32.65,61.825,86.57,698.24,173.88,53.86,,36.285,15.61,40.69,69.5,38.99
2015-04-09,166.79,47.0,60.32,95.47,23.0,167.28,76.33,2.72,148.05,13.05,107.72,218.7,64.53,42.49,152.05,71.26,64.15,59.01,94.27,177.37,52.72,61.44,292.27,299.4,31.255,71.9,548.02,540.78,51.86,383.54,41.65,47.84,55.79,79.16,56.29,95.34,53.87,125.28,113.5,53.4,161.49,59.3,88.9,64.03,85.29,88.28,153.49,98.42,32.37,66.47,37.87,126.56,22.51,,47.9,39.63,47.37,61.8,32.69,62.81,86.6,695.77,169.23,53.72,,36.05,15.71,40.84,70.15,39.1
2015-04-10,167.07,47.15,62.0,94.69,22.925,167.0,76.53,2.76,150.2,13.2,107.91,217.7,64.52,43.55,151.92,71.45,63.94,58.75,95.01,182.68,54.29,61.24,294.79,300.82,31.57,72.03,548.54,540.01,52.51,382.65,42.12,47.73,56.39,79.59,56.59,95.07,54.18,124.53,115.35,53.52,163.38,59.54,90.1,64.235,85.98,88.56,153.92,98.25,32.49,67.84,37.83,127.1,22.5,,47.96,39.45,47.65,61.79,32.77,62.74,86.34,701.73,168.31,54.04,,36.21,15.72,40.86,70.57,39.04
2015-04-13,165.84,46.53,61.2,93.49,22.79,166.61,76.02,2.78,149.18,12.97,107.69,219.1,64.37,43.04,150.58,71.34,63.33,58.38,94.42,182.9,53.82,60.28,294.06,300.7,31.37,71.98,548.64,539.17,51.77,382.36,41.57,47.79,55.67,79.27,57.46,94.78,53.69,126.63,113.99,52.89,162.49,59.01,88.68,63.75,82.12,87.53,153.51,98.62,32.24,67.51,37.74,126.85,22.33,,47.88,39.87,47.71,62.2,32.88,61.77,85.92,699.05,167.72,53.93,,36.28,15.8,40.95,69.87,39.42
2015-04-14,165.99,46.7,61.72,93.81,22.92,165.85,75.95,2.67,149.05,13.27,107.88,219.86,64.56,43.07,151.84,71.145,62.53,58.97,93.58,182.72,53.15,59.97,298.16,301.07,31.505,71.5,539.78,530.39,52.12,385.11,41.79,47.42,56.1,79.49,57.5,94.5,54.01,128.27,114.0,52.99,162.57,58.93,90.83,62.57,82.79,86.95,154.25,98.58,32.835,69.81,38.05,126.3,22.195,,48.01,40.11,47.94,61.58,32.69,62.01,85.62,695.81,169.53,53.07,,36.455,15.82,41.06,69.98,39.0
2015-04-15,166.44,46.83,62.03,94.16,22.9,168.84,76.03,2.7,149.58,13.35,106.08,219.51,64.72,43.38,152.35,71.34,62.02,59.31,93.11,183.83,52.86,60.49,298.92,302.2,31.405,71.94,541.04,532.53,51.61,383.45,41.75,47.75,56.36,79.75,58.27,95.17,53.93,128.92,113.62,53.31,165.47,59.22,94.54,63.925,83.33,87.4,151.3,98.48,32.855,71.4,37.37,126.78,22.55,,48.4,40.02,47.78,61.5,32.89,61.505,85.76,694.17,168.0,52.48,,36.26,15.64,41.13,70.2,39.29
2015-04-16,165.89,46.52,62.59,94.06,23.185,167.44,75.15,2.87,150.0,13.28,109.43,219.93,64.48,43.13,151.59,72.49,63.5,58.74,93.16,184.28,52.77,60.16,296.45,299.93,31.185,72.04,543.52,533.8,52.05,386.04,41.32,48.24,55.85,80.91,58.16,96.76,53.87,130.77,113.83,52.81,166.87,58.76,93.94,64.105,85.12,87.78,154.93,97.62,32.64,70.81,37.65,126.17,21.88,,48.3,40.35,47.98,61.75,32.75,61.66,85.38,692.4,169.04,51.89,,35.875,15.79,41.06,70.15,39.19
2015-04-17,161.71,46.25,62.29,92.39,22.805,165.62,73.15,2.575,149.8,13.16,107.72,218.02,63.98,42.98,149.85,71.9,62.97,59.05,92.88,181.34,53.375,59.1,297.05,294.67,31.075,70.87,532.74,524.05,51.75,375.56,41.13,48.19,55.73,77.32,57.43,96.1,53.6,129.19,112.61,51.71,163.58,57.96,93.68,63.42,84.79,86.33,152.48,96.17,32.19,70.38,37.46,124.75,21.49,,48.28,40.38,47.66,60.92,32.51,60.35,83.53,683.43,168.31,51.07,,35.9,15.56,40.5,69.91,38.52
2015-04-20,164.51,46.63,63.54,93.27,23.075,167.64,73.92,2.49,152.4,13.24,107.25,220.0,64.45,43.19,151.37,73.46,63.4,59.19,93.01,185.71,54.205,59.31,295.37,299.62,31.54,71.35,544.53,535.38,52.63,389.51,41.65,49.76,56.63,77.23,57.51,95.84,54.12,130.55,113.19,52.06,165.97,58.44,93.66,63.72,83.62,86.51,152.87,97.4,32.515,70.67,37.6,127.6,21.76,,48.3,40.74,47.91,61.25,32.83,61.04,84.8,689.36,168.25,51.43,,36.055,15.57,40.78,70.36,38.79
2015-04-21,164.0,47.12,63.61,93.0,23.39,168.22,74.62,2.35,152.4,13.33,108.36,220.24,63.86,42.89,151.93,75.3,64.93,58.75,93.78,186.78,56.15,59.81,294.53,304.86,31.3,70.82,542.925,533.97,52.1,391.18,41.55,51.36,55.97,77.28,56.64,94.98,53.88,130.33,113.89,52.07,168.46,58.16,92.56,64.37,85.88,86.68,152.88,97.1,32.71,68.37,37.93,126.91,22.29,,47.94,40.56,47.66,60.36,32.66,61.61,85.1,690.73,169.05,51.5,,36.03,15.5,41.04,70.05,38.66
2015-04-22,164.67,48.35,64.52,93.38,23.49,167.48,75.5,2.28,151.51,13.56,107.95,221.04,64.07,42.71,151.47,76.02,64.31,58.94,93.54,188.19,55.94,60.36,295.22,308.33,31.375,70.88,549.18,539.365,52.12,389.8,41.68,51.4,56.14,78.44,56.58,95.92,54.26,131.62,113.81,52.35,169.1,56.81,93.04,64.49,89.53,87.02,152.84,97.2,32.915,67.8,38.63,128.62,22.31,,48.1,40.71,47.71,60.61,32.86,62.13,85.31,693.41,170.64,51.78,,35.99,15.74,42.43,70.38,38.87
2015-04-23,159.66,48.46,64.25,93.84,23.745,167.78,76.52,2.33,146.69,13.31,108.9,222.18,64.17,42.62,150.6,76.27,66.34,58.95,94.01,184.58,56.01,59.74,298.36,309.91,31.44,70.81,557.46,547.0,52.35,389.99,41.91,51.45,56.9,78.15,56.75,96.04,54.63,127.17,115.2,52.69,169.17,56.7,93.46,63.59,86.5,88.07,154.2,97.41,32.825,68.35,38.64,129.67,22.17,,48.27,39.57,47.76,60.5,34.23,62.75,85.765,702.33,171.23,51.51,,36.235,15.69,42.58,71.51,37.86
2015-04-24,158.99,48.32,66.07,93.4,23.94,167.74,76.54,2.3,148.61,13.46,108.82,222.35,64.19,42.49,150.06,75.74,68.3,59.0,94.26,180.08,59.18,60.96,295.41,307.44,31.665,70.95,573.66,565.06,52.07,445.1,42.32,52.705,57.88,77.99,56.99,95.32,55.45,127.75,115.48,52.33,167.91,56.17,92.65,62.53,89.63,87.46,154.28,97.84,33.295,66.32,38.68,130.28,21.8,,48.21,39.66,49.06,60.09,34.01,62.64,84.995,702.0,171.27,51.91,,37.28,15.64,42.07,71.14,37.78
2015-04-27,157.98,47.49,65.02,93.76,23.72,167.44,76.55,2.34,144.99,13.25,106.92,222.69,64.02,41.98,151.06,77.04,67.4,58.52,93.61,174.75,58.59,60.59,285.19,304.69,31.155,70.31,566.12,555.37,51.4,438.56,41.92,51.87,57.71,77.49,57.0,95.19,54.61,126.69,114.11,52.25,162.38,56.22,93.16,62.67,88.99,86.91,151.02,97.92,33.035,66.72,39.22,132.65,19.97,,48.61,40.35,48.53,59.86,34.09,60.6,84.7,692.38,171.55,51.96,,37.305,15.56,41.97,70.37,37.6
2015-04-28,158.33,47.59,66.49,94.42,23.47,165.6,76.02,2.31,144.5,13.39,110.38,228.02,64.42,42.18,152.96,76.07,66.47,59.45,93.96,171.08,59.45,60.81,288.1,302.38,31.11,70.69,564.37,553.68,51.71,429.31,42.3,51.19,58.08,77.49,56.8,95.76,55.04,127.14,113.96,52.31,162.49,55.99,93.66,63.22,88.51,86.69,154.22,98.06,32.5,66.79,38.97,130.56,20.04,,48.78,40.44,48.67,60.69,34.86,60.66,85.61,693.05,171.19,51.84,,37.22,15.65,42.76,70.23,37.96
